timestamp	light	rgb	motion	temp	press
2019-03-29T12:22:27.690676	410.000000	85,95,76	0.03546142578125,-0.028076171875,1.04681396484375	34.807544	83235.280451
2019-03-29T12:22:28.711816	410.000000	85,95,76	0.0257568359375,-0.0281982421875,1.045654296875	34.806005	83235.401235
2019-03-29T12:22:29.733016	410.000000	85,95,76	0.02886962890625,-0.03045654296875,1.03759765625	34.801697	83234.990032
2019-03-29T12:22:30.754171	410.000000	85,95,76	0.02264404296875,-0.02752685546875,1.0406494140625	34.795235	83234.780498
2019-03-29T12:22:31.775313	410.000000	85,95,76	0.02227783203125,-0.028076171875,1.041259765625	34.788157	83234.651845
2019-03-29T12:22:32.796438	410.000000	85,95,76	0.02215576171875,-0.0299072265625,1.04052734375	34.779848	83234.522048
2019-03-29T12:22:33.817590	405.000000	85,95,76	0.02032470703125,-0.02783203125,1.0406494140625	34.772770	83234.067557
2019-03-29T12:22:34.838769	398.000000	84,95,77	0.0189208984375,-0.022705078125,1.0556640625	34.767846	83233.900122
2019-03-29T12:22:35.859916	399.000000	84,95,77	0.02252197265625,-0.02740478515625,1.0413818359375	34.764153	83233.570916
2019-03-29T12:22:36.881054	400.000000	84,95,77	0.02056884765625,-0.02838134765625,1.041259765625	34.760768	83233.445618
2019-03-29T12:22:37.902185	400.000000	84,94,77	0.02325439453125,-0.02874755859375,1.0416259765625	34.757691	83233.687125
2019-03-29T12:22:38.923300	400.000000	84,94,77	0.02215576171875,-0.0294189453125,1.0555419921875	34.752459	83233.804458
2019-03-29T12:22:39.944449	402.000000	84,95,77	0.0228271484375,-0.02886962890625,1.05316162109375	34.745074	83233.960503
2019-03-29T12:22:40.964960	399.000000	84,95,77	0.02362060546875,-0.030029296875,1.04510498046875	34.736457	83234.278272
2019-03-29T12:22:41.986120	399.000000	85,95,77	0.0235595703125,-0.0272216796875,1.04638671875	34.725071	83234.552691
2019-03-29T12:22:43.007262	400.000000	84,94,77	0.02044677734375,-0.030517578125,1.047607421875	34.714915	83234.502437
2019-03-29T12:22:44.028395	400.000000	84,94,77	0.01861572265625,-0.0308837890625,1.0457763671875	34.706607	83234.372447
2019-03-29T12:22:45.049521	400.000000	84,94,77	0.0224609375,-0.02716064453125,1.04754638671875	34.701375	83234.652558
2019-03-29T12:22:46.070674	400.000000	84,94,77	0.02264404296875,-0.0303955078125,1.03790283203125	34.697682	83234.811949
2019-03-29T12:22:47.091780	399.000000	85,95,77	0.02252197265625,-0.0291748046875,1.04083251953125	34.694913	83234.931488
2019-03-29T12:22:48.112936	399.000000	85,95,77	0.0216064453125,-0.0291748046875,1.0419921875	34.693374	83235.052192
2019-03-29T12:22:49.134095	400.000000	84,94,77	0.02197265625,-0.02874755859375,1.04266357421875	34.690297	83234.967830
2019-03-29T12:22:50.155253	399.000000	84,95,77	0.02337646484375,-0.0274658203125,1.0399169921875	34.687527	83234.761597
2019-03-29T12:22:51.176407	399.000000	84,95,77	0.02203369140625,-0.0274658203125,1.0419921875	34.687219	83234.720585
2019-03-29T12:22:52.197532	400.000000	84,94,77	0.02264404296875,-0.02886962890625,1.04193115234375	34.687527	83234.924479
2019-03-29T12:22:53.218753	399.000000	84,95,77	0.023193359375,-0.029052734375,1.0419921875	34.688758	83235.088530
2019-03-29T12:22:54.239891	399.000000	85,95,77	0.0225830078125,-0.02874755859375,1.054931640625	34.691220	83234.927986
2019-03-29T12:22:55.261011	399.000000	85,95,77	0.0216064453125,-0.02996826171875,1.04510498046875	34.693989	83234.808451
2019-03-29T12:22:56.282166	399.000000	84,95,77	0.0213623046875,-0.0302734375,1.05078125	34.699221	83234.691242
2019-03-29T12:22:57.303301	399.000000	84,95,77	0.02532958984375,-0.02734375,1.0306396484375	34.705683	83234.738070
2019-03-29T12:22:58.324511	399.000000	84,95,77	0.01739501953125,-0.0289306640625,1.0458984375	34.714300	83235.234855
2019-03-29T12:22:59.345626	400.000000	84,94,77	0.02471923828125,-0.033203125,1.03680419921875	34.722609	83235.201945
2019-03-29T12:23:00.366776	399.000000	84,95,77	0.0211181640625,-0.02960205078125,1.0477294921875	34.729071	83235.085835
2019-03-29T12:23:01.387895	399.000000	84,95,77	0.0242919921875,-0.02984619140625,1.04248046875	34.734918	83234.887688
2019-03-29T12:23:02.409025	399.000000	84,95,77	0.02178955078125,-0.02734375,1.04150390625	34.739842	83234.892283
2019-03-29T12:23:03.430190	400.000000	84,94,77	0.0220947265625,-0.0294189453125,1.03985595703125	34.741073	83235.056325
2019-03-29T12:23:04.451335	399.000000	84,95,77	0.0223388671875,-0.02862548828125,1.0413818359375	34.737996	83234.809113
2019-03-29T12:23:05.472465	400.000000	84,94,77	0.02197265625,-0.030029296875,1.04229736328125	34.734303	83234.968559
2019-03-29T12:23:06.493613	399.000000	84,95,77	0.02215576171875,-0.030029296875,1.0428466796875	34.730918	83235.006117
2019-03-29T12:23:07.514727	398.000000	84,94,77	0.02154541015625,-0.029052734375,1.041259765625	34.729995	83234.883084
2019-03-29T12:23:08.535965	398.000000	84,94,77	0.02435302734375,-0.02880859375,1.0386962890625	34.731225	83234.721343
2019-03-29T12:23:09.557073	397.000000	84,95,77	0.02264404296875,-0.0179443359375,1.06292724609375	34.733687	83234.560751
2019-03-29T12:23:10.578225	395.000000	84,94,77	0.03045654296875,-0.02996826171875,1.06329345703125	34.733687	83234.397858
2019-03-29T12:23:11.599690	399.000000	84,95,77	0.02099609375,-0.0189208984375,1.0302734375	34.731841	83234.314687
2019-03-29T12:23:12.620841	399.000000	84,95,77	0.02520751953125,-0.0313720703125,1.035400390625	34.728456	83234.352246
2019-03-29T12:23:13.641968	401.000000	84,95,77	0.0167236328125,-0.0263671875,1.04534912109375	34.726302	83234.390953
2019-03-29T12:23:14.663111	401.000000	84,95,77	0.02734375,-0.02935791015625,1.045654296875	34.724763	83234.348789
2019-03-29T12:23:15.684221	401.000000	84,95,77	0.02728271484375,-0.03094482421875,1.04412841796875	34.723532	83234.021854
